customer_id,age,annual_income,employment_length_years,credit_history_years,credit_score,revolving_limit,credit_utilization,debt_to_income,delinquencies_2y,hard_inquiries_6m,open_accounts,loan_amount,term_months,apr,monthly_payment,purpose,region,defaulted
C100502,72,86816.65,5.9,14.9,642,18344.93,0.457,0.615,2,0,5,8600,36,0.144,295.48,credit_card,West,0
C100503,67,45428.13,6.5,12.2,552,12591.64,0.592,0.438,5,4,11,7700,36,0.194,283.78,credit_card,Midwest,0
C100504,35,68681.55,0.8,5.6,541,21694.33,0.344,0.422,1,0,5,12000,60,0.155,288.74,debt_consolidation,South,0
C100505,45,55597.2,2.6,7.6,621,11956.12,0.602,0.274,0,1,7,14000,36,0.138,477.32,debt_consolidation,South,0
C100506,49,187381.06,6.0,5.2,629,46478.67,0.945,0.02,1,1,3,32000,36,0.142,1097.33,debt_consolidation,West,0
C100507,34,193374.83,6.3,4.6,571,52801.4,0.571,0.02,3,2,10,40000,36,0.125,1337.37,debt_consolidation,South,0
C100508,35,66684.3,0.0,4.9,582,12316.36,0.778,0.298,1,0,3,15100,36,0.18,546.28,debt_consolidation,South,0
C100509,33,67327.92,0.0,7.0,531,19502.75,0.39,0.25,0,2,6,11100,36,0.161,390.7,debt_consolidation,Midwest,0
C100510,74,52931.24,15.4,9.7,545,6604.58,0.481,0.966,2,2,8,13800,36,0.231,535.13,debt_consolidation,South,0
C100511,61,119425.26,8.7,10.2,677,30106.36,0.061,0.02,0,2,8,20500,60,0.036,373.97,debt_consolidation,South,0
C100512,66,54243.4,5.5,13.4,597,23909.77,0.202,0.167,0,3,7,6300,36,0.094,201.37,credit_card,South,0
C100513,65,51555.13,2.5,14.1,589,18872.32,0.285,0.444,2,0,9,6400,36,0.15,221.89,debt_consolidation,Midwest,0
C100514,72,111342.76,13.3,17.7,679,31921.65,0.746,0.591,3,3,4,33800,36,0.155,1180.76,other,Midwest,0
C100515,26,48343.06,0.0,2.5,528,16239.85,0.415,0.311,2,3,7,7100,36,0.158,248.97,debt_consolidation,South,0
C100516,68,63664.17,7.4,4.0,543,7409.71,0.403,0.142,1,0,3,4300,36,0.141,147.19,credit_card,Midwest,0
C100517,24,27239.45,0.0,4.4,480,1620.14,0.685,0.431,0,2,7,2300,36,0.231,89.14,major_purchase,Midwest,0
C100518,46,95745.34,2.1,2.8,515,11644.56,0.66,0.219,5,4,8,33500,60,0.183,856.8,debt_consolidation,South,1
C100519,53,189022.13,2.1,8.6,603,21716.94,0.313,0.02,0,1,11,12200,36,0.099,393.36,debt_consolidation,Northeast,0
C100520,40,96646.62,4.4,5.6,591,10453.34,0.567,0.02,2,1,2,23800,36,0.118,787.84,credit_card,West,0
C100521,28,145238.44,1.5,1.9,599,37129.8,0.492,0.077,0,2,9,17100,36,0.129,575.44,credit_card,South,0
C100522,31,40814.24,4.8,1.8,467,8733.32,0.701,0.591,1,3,9,8600,36,0.235,335.26,credit_card,South,1
C100523,65,74022.24,12.9,5.8,517,23002.01,0.316,0.251,4,0,3,16300,36,0.162,574.52,debt_consolidation,West,0
C100524,38,38692.64,6.1,7.9,444,2618.53,0.258,0.512,1,3,3,10000,36,0.209,376.48,other,West,0
C100525,37,57346.75,4.2,1.5,524,12725.12,0.608,0.795,3,2,8,500,36,0.239,19.59,debt_consolidation,South,1
C100526,70,99395.18,6.5,10.5,610,27254.73,0.307,0.392,2,0,6,26000,36,0.13,876.45,small_business,South,0
C100527,28,68743.94,0.0,5.4,538,2251.18,0.292,0.223,0,0,12,9400,36,0.146,324.02,major_purchase,West,0
C100528,70,29887.33,9.3,9.8,454,6496.18,0.352,0.782,2,2,11,3200,60,0.244,92.85,debt_consolidation,Northeast,1
C100529,70,31535.73,7.9,18.3,520,4311.37,0.656,0.685,5,1,6,2300,36,0.207,86.25,major_purchase,West,0
C100530,53,30409.26,2.9,4.1,500,2964.24,0.685,0.824,4,0,7,7100,36,0.254,283.85,debt_consolidation,South,1
C100531,29,85173.15,4.4,5.8,594,26060.08,0.299,0.247,1,1,5,21500,36,0.125,718.94,debt_consolidation,West,0
C100532,29,202255.0,2.8,0.5,622,54292.34,0.426,0.02,0,2,2,40000,36,0.107,1304.51,debt_consolidation,South,0
C100533,36,137515.87,1.6,4.5,582,22455.46,0.833,0.115,0,1,7,40000,60,0.143,936.5,home_improvement,Midwest,0
C100534,52,22910.5,3.8,2.5,439,3608.5,0.497,0.653,5,3,13,1000,36,0.248,39.65,major_purchase,South,1
C100535,29,142021.58,1.8,2.1,628,28587.5,0.302,0.02,0,0,7,16000,36,0.08,501.41,debt_consolidation,Northeast,0
C100536,45,108788.7,4.3,1.8,568,12381.59,0.578,0.02,1,2,5,17600,60,0.156,424.67,major_purchase,South,0
C100537,27,27784.33,1.2,2.9,440,4990.92,0.395,0.726,1,3,6,7000,36,0.242,275.19,debt_consolidation,South,1
C100538,50,55016.13,7.9,4.7,526,16064.02,0.672,0.345,5,0,5,14600,36,0.184,530.63,debt_consolidation,South,0
C100539,22,118738.62,0.0,0.5,591,14662.25,0.63,0.283,3,0,5,27000,60,0.16,656.47,other,South,0
C100540,59,87981.42,0.0,15.1,665,20794.59,0.366,0.439,2,0,9,21100,60,0.115,464.01,debt_consolidation,West,0
C100541,23,31638.82,0.0,0.5,452,1735.36,0.751,0.534,2,3,9,4500,60,0.237,128.69,credit_card,West,1
C100542,31,90948.69,4.3,1.4,557,14374.21,0.395,0.04,0,2,6,17800,36,0.122,593.18,credit_card,West,0
C100543,30,20060.69,1.8,3.4,370,561.28,0.875,0.648,6,5,8,3000,36,0.314,129.67,credit_card,West,1
C100544,65,57502.88,6.3,15.6,595,6027.73,0.363,0.693,2,4,9,11000,36,0.174,394.19,home_improvement,West,0
C100545,23,121542.44,0.3,2.2,572,38753.37,1.0,0.02,5,0,8,17600,36,0.171,628.71,home_improvement,South,0
C100546,44,65660.93,7.0,8.6,597,23339.63,0.8,0.409,2,3,8,22000,36,0.183,798.11,major_purchase,Midwest,1
C100547,52,49401.05,5.8,8.6,556,12926.47,0.774,0.652,1,3,7,16000,36,0.223,613.37,credit_card,West,0
C100548,48,106009.39,8.5,2.2,630,22695.8,0.27,0.02,0,0,6,13000,60,0.081,264.21,credit_card,South,0
C100549,57,111107.79,0.0,13.1,614,17138.08,0.692,0.02,0,4,13,35100,36,0.137,1193.74,home_improvement,South,0
C100550,64,133607.86,7.4,15.9,592,45659.16,0.782,0.02,0,6,8,14800,36,0.133,501.15,debt_consolidation,West,0
C100551,42,105138.19,6.1,8.8,580,34470.17,0.395,0.02,1,0,12,22300,36,0.117,737.11,car,South,0
C100552,65,117818.28,7.4,11.1,612,27376.87,0.223,0.067,1,0,6,16700,60,0.095,350.98,debt_consolidation,Northeast,0
C100553,38,97269.65,4.1,8.8,655,12716.46,0.662,0.02,4,1,8,38800,36,0.117,1283.79,major_purchase,West,0
C100554,74,75220.82,1.0,15.9,579,14337.36,0.679,0.277,2,1,12,18400,60,0.147,435.14,medical,Northeast,0
C100555,48,68280.02,7.6,7.7,545,8631.66,0.553,0.463,2,0,7,21200,60,0.199,560.29,debt_consolidation,West,0
C100556,60,57048.08,0.7,13.0,605,2265.32,0.41,0.068,3,3,8,4800,36,0.092,153.14,home_improvement,West,0
C100557,68,33367.58,0.0,14.6,548,7853.44,0.251,0.443,0,4,11,7700,36,0.156,269.36,debt_consolidation,West,0
C100558,63,38434.9,10.2,5.9,442,9327.75,0.738,0.288,2,4,10,12900,36,0.226,497.0,other,Midwest,0
C100559,66,55660.98,0.0,6.7,494,7819.59,0.42,0.201,2,2,5,13800,36,0.197,510.63,home_improvement,West,0
C100560,49,74231.3,0.7,2.9,532,14280.69,0.627,0.397,0,3,6,25600,36,0.208,961.33,car,West,0
C100561,23,143571.65,6.8,0.9,598,46370.88,0.179,0.131,1,1,7,38100,36,0.102,1232.78,credit_card,Midwest,1
C100562,47,63522.79,4.9,9.3,594,17927.28,0.967,0.205,2,2,11,22300,36,0.182,808.55,credit_card,West,0
C100563,30,112877.06,0.0,6.7,581,24110.71,0.338,0.344,2,1,6,21600,36,0.123,720.64,credit_card,West,0
C100564,69,117684.92,10.7,9.1,650,40488.35,0.074,0.02,2,1,6,14900,36,0.058,451.9,car,Midwest,0
C100565,33,57230.76,0.3,3.2,539,11896.67,0.597,0.409,3,0,11,6200,36,0.183,224.97,small_business,Midwest,0
C100566,33,90149.27,5.4,2.8,568,28002.43,0.425,0.12,3,0,7,8300,36,0.126,277.91,credit_card,South,0
C100567,34,56851.74,0.0,7.6,509,3595.25,0.948,0.157,4,4,10,9600,36,0.213,363.25,small_business,Midwest,0
C100568,55,134499.71,8.9,13.5,617,37520.15,0.576,0.034,1,1,9,32500,36,0.095,1040.61,debt_consolidation,South,0
C100569,51,92213.0,4.1,6.4,667,20364.64,0.724,0.551,4,0,4,14600,60,0.164,357.82,debt_consolidation,Midwest,1
C100570,72,33771.63,9.2,15.1,509,3910.9,0.528,0.407,2,3,12,10300,36,0.202,383.97,car,West,1
C100571,43,71038.77,4.9,8.7,563,16960.69,0.504,0.217,2,2,4,10800,36,0.167,383.49,other,South,0
C100572,36,160910.6,1.5,8.6,613,14062.09,0.487,0.02,2,1,6,20100,36,0.115,663.01,medical,South,0
C100573,23,58833.43,0.0,4.5,551,18764.22,0.922,0.05,1,4,7,24100,36,0.156,842.69,home_improvement,West,1
C100574,21,83148.7,0.0,1.1,590,17238.3,0.717,0.02,2,0,6,18000,36,0.143,617.73,major_purchase,West,0
C100575,41,87761.3,0.0,2.9,593,19416.21,0.436,0.375,2,1,7,25500,36,0.144,876.64,small_business,Midwest,0
C100576,70,36753.91,8.2,16.5,509,7053.48,0.614,0.614,5,2,11,11200,60,0.222,310.89,car,Midwest,0
C100577,49,86079.96,11.9,3.9,621,23219.91,0.559,0.298,3,3,13,12900,36,0.141,441.28,debt_consolidation,Northeast,0
C100578,69,30198.07,6.1,16.4,538,3960.37,0.363,0.484,1,1,13,3100,36,0.188,113.35,car,Northeast,0
C100579,26,46076.08,0.0,3.7,491,3460.25,0.872,0.696,2,3,5,12900,36,0.276,531.03,other,South,1
C100580,26,117452.61,0.0,0.5,566,19472.38,0.33,0.076,0,0,2,24500,60,0.139,568.63,medical,South,0
C100581,66,79091.33,12.4,11.3,639,15153.54,0.59,0.398,1,1,9,10700,36,0.15,371.12,car,South,0
C100582,26,54977.53,0.2,2.1,561,17695.02,0.751,0.482,4,1,11,20900,36,0.201,777.44,debt_consolidation,South,0
C100583,23,83091.37,0.2,0.5,504,20827.7,0.377,0.322,2,1,10,24600,36,0.174,882.35,credit_card,West,1
C100584,42,62886.82,7.0,6.3,570,18350.11,0.665,0.615,4,0,8,22800,36,0.221,871.81,debt_consolidation,Midwest,0
C100585,70,65451.24,10.4,17.1,612,15941.2,0.857,0.216,3,1,8,23300,36,0.162,821.71,major_purchase,West,0
C100586,58,93282.96,6.0,8.9,596,15639.16,0.677,0.249,2,2,6,17800,36,0.152,618.8,debt_consolidation,West,0
C100587,26,43568.53,0.0,2.5,471,7674.92,0.926,0.419,5,2,14,15100,36,0.263,610.71,debt_consolidation,West,1
C100588,66,66458.14,13.4,13.9,647,17918.62,0.243,0.149,0,2,5,2700,36,0.11,88.38,debt_consolidation,Northeast,0
C100589,66,54742.47,3.1,5.2,561,6253.73,0.676,0.649,6,2,12,6900,60,0.195,180.84,credit_card,South,1
C100590,64,27175.22,2.4,14.9,573,7205.88,0.827,0.365,1,1,7,8100,36,0.212,305.93,small_business,Midwest,0
C100591,69,39178.83,10.6,16.3,522,8326.13,0.552,0.48,1,2,4,9800,60,0.212,266.3,credit_card,Midwest,0
C100592,33,153992.03,2.7,6.3,614,26126.08,0.394,0.02,0,3,8,19300,36,0.087,611.47,home_improvement,South,0
C100593,73,80317.3,4.3,11.3,630,25931.4,0.827,0.351,0,0,7,8200,60,0.171,204.36,medical,West,0
C100594,38,31387.62,2.3,10.6,532,2987.82,0.408,0.634,2,0,10,2700,36,0.194,99.52,credit_card,South,0
C100595,64,27860.01,12.4,16.9,551,1271.07,0.472,0.467,1,1,8,5600,36,0.18,202.42,debt_consolidation,Midwest,0
C100596,52,61111.32,6.6,5.0,558,9428.14,0.762,0.341,2,0,3,21700,36,0.176,780.66,debt_consolidation,South,1
C100597,63,153398.62,4.7,5.2,562,32485.74,0.661,0.02,1,0,4,24800,36,0.165,878.59,home_improvement,Midwest,0
C100598,54,58654.85,4.3,14.3,572,12784.14,0.368,0.27,2,0,14,8700,36,0.126,291.51,other,South,0
C100599,55,133384.65,9.2,8.6,628,25867.88,0.412,0.02,1,0,3,5500,36,0.079,172.11,credit_card,South,0
C100600,54,78881.69,7.9,9.8,650,7575.09,0.325,0.286,1,3,13,7300,36,0.107,238.01,debt_consolidation,South,0
C100601,63,84232.01,9.0,18.2,583,10043.39,0.394,0.199,1,1,10,6500,36,0.136,220.83,debt_consolidation,Northeast,0
C100602,60,31178.88,8.0,7.8,443,7902.61,0.769,0.976,6,2,7,6000,60,0.311,198.22,debt_consolidation,West,1
C100603,28,108855.89,3.1,1.7,600,19352.51,0.568,0.067,2,1,7,26800,36,0.109,876.2,debt_consolidation,West,0
C100604,65,54064.33,10.1,13.5,540,10198.31,0.403,0.1,1,1,10,18100,60,0.13,411.4,other,Northeast,0
C100605,49,104489.66,5.4,4.1,547,17418.06,0.378,0.219,2,3,7,30000,36,0.157,1050.46,debt_consolidation,Midwest,0
C100606,38,41537.38,8.0,6.6,552,13028.34,0.302,0.643,2,2,7,10900,36,0.168,387.41,car,Northeast,0
C100607,48,71647.94,8.2,9.7,595,11878.16,0.771,0.101,3,1,6,18400,60,0.139,427.44,credit_card,Northeast,0
C100608,73,78884.83,9.7,10.0,602,10995.36,0.796,0.365,1,1,10,20300,60,0.176,510.69,debt_consolidation,West,0
C100609,67,59720.12,2.7,17.1,650,15792.59,0.471,0.299,0,1,5,13700,36,0.119,454.23,debt_consolidation,West,0
C100610,66,81197.72,9.9,18.9,595,25365.9,0.919,0.114,3,0,9,7900,36,0.178,284.65,debt_consolidation,South,0
C100611,45,56141.14,6.2,12.1,542,15929.24,0.687,0.227,4,5,8,13600,60,0.166,335.16,debt_consolidation,West,0
C100612,63,45485.99,11.5,8.1,594,13184.86,0.076,0.383,0,0,7,3800,36,0.137,129.25,credit_card,South,0
C100613,41,157181.81,5.9,3.8,599,31011.49,0.659,0.02,1,3,6,40000,36,0.137,1361.21,debt_consolidation,West,1
C100614,58,115735.95,4.2,13.5,665,39748.73,0.451,0.088,0,1,11,11800,36,0.097,379.29,other,South,0
C100615,55,42773.2,8.6,12.8,538,7629.87,0.412,0.699,5,0,5,1100,36,0.2,40.89,debt_consolidation,Northeast,0
C100616,34,88857.29,2.3,1.6,561,20582.45,0.882,0.433,2,1,4,7300,36,0.216,277.23,major_purchase,South,0
C100617,35,43203.17,0.6,1.0,458,5108.95,0.489,1.029,7,1,9,7800,60,0.287,246.22,other,Midwest,1
C100618,24,33879.52,0.6,1.4,462,7434.29,0.695,0.672,2,2,7,6700,36,0.266,272.04,credit_card,South,1
C100619,28,114776.01,0.2,3.8,616,43837.94,0.282,0.02,1,0,9,31300,60,0.096,658.74,debt_consolidation,Midwest,0
C100620,44,25460.61,0.0,7.5,471,2032.07,0.608,0.887,2,2,6,6500,36,0.276,267.53,credit_card,South,1
C100621,46,108219.12,7.8,1.2,608,20859.05,0.746,0.02,1,4,7,31500,36,0.123,1050.87,debt_consolidation,West,0
C100622,29,56564.98,0.0,3.4,557,3115.24,0.834,0.344,2,2,3,11000,36,0.195,405.79,credit_card,Midwest,0
C100623,43,57860.6,4.9,10.0,545,9754.2,0.635,0.244,2,2,6,7300,36,0.161,256.97,small_business,South,0
C100624,53,81430.54,3.0,10.1,610,13299.71,0.308,0.154,2,1,12,18900,36,0.109,617.59,medical,West,0
C100625,33,89482.82,2.6,5.5,574,11874.44,0.74,0.355,0,3,7,19200,36,0.179,693.05,small_business,Midwest,0
C100626,39,41260.21,0.7,7.0,541,5262.78,0.429,0.101,1,2,4,7900,36,0.137,268.7,other,South,0
C100627,40,96460.77,1.5,7.9,627,35056.58,0.498,0.179,1,2,6,24200,36,0.131,816.69,home_improvement,Northeast,0
C100628,48,69182.02,6.3,6.5,584,9411.5,0.357,0.524,2,0,4,2900,36,0.164,102.56,small_business,West,0
C100629,40,32575.39,1.7,5.2,505,10328.13,0.468,0.58,2,1,3,6900,36,0.212,260.65,small_business,Northeast,0
C100630,60,59202.06,7.2,8.9,514,17379.16,0.506,0.273,4,2,7,15900,60,0.192,414.46,home_improvement,Northeast,1
C100631,38,138946.74,1.9,5.9,584,35820.36,0.519,0.409,6,3,12,30400,60,0.183,777.04,major_purchase,West,1
C100632,44,163451.19,3.9,6.3,592,26718.81,0.771,0.104,2,0,8,37800,60,0.137,874.51,debt_consolidation,West,0
C100633,41,96440.76,2.1,4.4,594,35195.14,0.597,0.02,2,0,7,29500,60,0.108,638.35,debt_consolidation,South,0
C100634,30,33774.24,0.0,4.9,491,6022.56,0.638,0.572,0,4,9,8900,36,0.237,347.87,home_improvement,Midwest,0
C100635,58,85133.54,8.6,13.9,630,14502.46,0.721,0.115,1,0,8,12300,36,0.119,408.15,debt_consolidation,South,0
C100636,33,103789.08,2.6,2.3,529,10714.37,0.672,0.02,3,2,14,10400,36,0.14,355.64,home_improvement,South,0
C100637,37,96885.19,6.6,0.5,579,34851.89,0.938,0.099,5,2,7,16400,36,0.184,596.42,car,Northeast,0
C100638,63,100094.24,5.5,12.3,638,13601.93,0.218,0.02,0,1,8,11200,36,0.091,356.58,major_purchase,Northeast,0
C100639,72,79374.88,4.3,10.9,565,14683.16,0.299,0.248,0,1,6,15500,36,0.139,528.79,debt_consolidation,West,0
C100640,57,62462.13,8.9,11.2,586,20066.86,0.147,0.413,4,0,7,6200,36,0.124,207.19,car,South,1
C100641,70,46515.48,14.2,16.5,580,16321.27,0.262,0.339,1,1,7,13400,36,0.133,453.58,debt_consolidation,Midwest,0
C100642,67,22885.94,2.1,6.1,505,6081.71,0.668,0.752,4,1,8,6000,60,0.244,173.94,debt_consolidation,South,1
C100643,46,78350.33,1.7,5.8,546,11864.76,0.426,0.317,3,0,8,20300,36,0.165,718.67,small_business,West,0
C100644,62,72003.62,5.1,13.9,646,23215.37,0.264,0.354,2,3,9,9200,60,0.134,211.01,credit_card,Northeast,0
C100645,38,88327.72,3.2,1.3,526,7546.82,0.52,0.295,4,2,2,29400,60,0.174,736.83,debt_consolidation,West,0
C100646,45,31147.63,0.7,0.9,395,8918.3,0.992,0.485,4,5,5,7600,36,0.305,324.65,debt_consolidation,Northeast,1
C100647,49,92679.42,2.9,8.6,571,12685.87,0.471,0.021,0,2,8,15400,36,0.128,517.35,debt_consolidation,Midwest,0
C100648,72,201217.63,7.0,6.1,631,44706.36,0.436,0.02,1,2,11,34100,36,0.086,1078.73,other,South,0
C100649,66,67865.98,0.0,7.1,586,11767.74,0.567,0.025,4,0,3,15800,60,0.139,367.04,small_business,South,0
C100650,47,62832.43,6.3,4.8,546,16228.52,0.717,0.551,3,1,7,17900,36,0.202,666.97,credit_card,Northeast,0
C100651,56,77041.06,5.1,14.3,640,13836.21,0.665,0.493,3,3,6,12200,60,0.153,292.32,home_improvement,Northeast,0
C100652,31,198774.82,1.6,5.0,603,43062.4,0.427,0.02,1,3,8,40000,36,0.104,1298.67,major_purchase,South,0
C100653,64,37017.14,8.9,11.6,528,6038.23,0.757,0.466,4,2,3,6900,36,0.222,264.34,other,South,0
C100654,50,72686.17,2.8,10.8,599,16899.57,0.621,0.088,1,2,7,22600,60,0.117,499.28,debt_consolidation,Midwest,0
C100655,49,41870.26,3.3,4.9,465,10011.02,0.948,0.499,3,3,9,2700,60,0.265,81.62,car,Midwest,1
C100656,62,48112.15,4.4,2.8,567,8555.1,0.472,0.253,2,0,13,9000,60,0.122,201.27,debt_consolidation,Northeast,0
C100657,55,63251.11,5.9,11.1,646,19977.42,0.309,0.161,0,1,7,6200,36,0.113,203.76,debt_consolidation,West,0
C100658,24,136375.9,2.4,4.0,647,32251.98,0.518,0.112,2,2,6,38000,60,0.122,848.58,credit_card,West,0
C100659,36,175025.57,3.0,5.1,582,26679.71,0.543,0.02,0,1,10,12700,36,0.117,419.75,major_purchase,Midwest,0
C100660,30,83168.23,3.3,0.5,533,12272.61,0.476,0.234,4,6,4,15900,60,0.168,393.03,major_purchase,South,0
C100661,60,52839.56,5.9,12.7,565,8327.53,0.638,0.626,2,3,5,19400,60,0.213,528.53,debt_consolidation,South,0
C100662,22,250000.0,0.0,0.5,614,60000.0,0.798,0.02,0,2,6,40000,36,0.126,1339.67,major_purchase,Northeast,0
C100663,31,51379.14,0.0,0.5,507,1885.73,0.379,0.547,2,2,7,6300,36,0.176,226.63,debt_consolidation,West,1
C100664,53,47477.81,4.7,16.5,551,19087.65,0.346,0.64,3,2,11,11700,36,0.199,434.24,medical,South,0
C100665,58,24487.64,4.3,5.9,463,6386.78,0.769,0.284,3,3,4,8800,36,0.228,339.57,small_business,West,0
C100666,48,140083.35,1.6,7.5,592,26952.06,0.394,0.02,0,2,9,6700,36,0.11,219.21,debt_consolidation,Midwest,0
C100667,67,110710.91,3.4,11.2,585,43048.56,0.467,0.02,0,3,8,7400,60,0.127,167.1,car,West,0
C100668,70,245716.96,12.8,15.3,655,39117.64,0.833,0.02,1,1,8,25600,36,0.13,863.13,debt_consolidation,Midwest,0
C100669,28,30269.77,0.0,3.2,431,5569.97,0.392,0.469,2,3,9,4400,36,0.226,169.35,major_purchase,South,0
C100670,72,144948.89,9.9,9.8,631,26393.02,0.569,0.02,0,1,6,19000,60,0.111,414.06,medical,South,0
C100671,54,67556.33,3.7,11.9,513,17946.47,0.343,0.474,2,1,7,3700,36,0.177,133.27,credit_card,South,1
C100672,55,101265.16,6.3,8.4,584,10757.3,0.525,0.062,1,1,7,19300,60,0.125,433.98,credit_card,West,1
C100673,26,26261.65,0.1,4.2,441,4616.38,0.561,0.386,3,2,9,2200,60,0.239,63.11,other,Northeast,1
C100674,54,145741.17,4.6,3.9,538,24676.47,0.564,0.02,0,1,11,37500,36,0.163,1323.16,credit_card,South,0
C100675,60,100180.29,12.8,5.9,546,25921.93,0.66,0.571,1,3,4,21100,36,0.197,780.43,debt_consolidation,South,0
C100676,52,63623.75,9.5,9.0,589,23738.88,0.45,0.02,2,0,4,11300,36,0.144,388.15,debt_consolidation,Northeast,0
C100677,25,92684.31,2.7,0.5,587,10993.72,0.542,0.292,1,2,4,13600,36,0.149,471.04,home_improvement,South,0
C100678,49,42664.4,3.4,10.3,509,14596.77,0.557,0.638,4,4,12,6300,36,0.218,239.98,debt_consolidation,South,1
C100679,71,47261.46,8.5,10.8,548,12427.86,0.715,0.312,3,2,9,6900,36,0.2,256.31,debt_consolidation,Midwest,1
C100680,60,50374.88,1.9,8.6,547,19725.69,0.731,0.331,2,3,6,9300,36,0.192,341.98,major_purchase,West,0
C100681,28,23462.11,0.0,0.8,362,500.0,0.603,0.515,0,1,5,2000,36,0.269,81.57,credit_card,West,0
C100682,72,104413.03,16.1,9.6,665,44263.24,0.65,0.291,0,0,3,21900,60,0.118,485.04,home_improvement,Midwest,0
C100683,72,125181.38,11.3,4.0,583,44898.97,0.516,0.02,2,0,7,40000,36,0.133,1353.59,home_improvement,Midwest,0
C100684,30,44196.61,2.8,1.9,485,13715.28,0.542,0.577,3,3,8,12900,36,0.219,492.0,major_purchase,Northeast,0
C100685,64,78720.13,2.2,8.9,619,22109.1,0.34,0.586,2,5,9,23200,36,0.142,794.63,credit_card,West,0
C100686,42,56167.6,2.0,7.1,506,19207.01,0.735,0.489,3,2,7,8900,36,0.225,342.35,credit_card,South,0
C100687,53,77861.99,1.6,14.0,656,27031.41,0.523,0.02,1,4,10,15500,36,0.085,488.96,debt_consolidation,South,0
C100688,45,46026.61,4.8,3.6,543,17736.59,0.912,0.791,7,2,5,15200,36,0.238,594.67,debt_consolidation,West,1
C100689,63,39984.96,5.5,5.2,502,11434.74,0.844,0.551,3,4,6,5600,36,0.229,216.42,car,Northeast,0
C100690,74,115934.86,11.7,5.5,615,22840.5,0.63,0.041,3,2,10,10300,60,0.129,234.06,other,South,0
C100691,63,62756.27,6.7,9.5,578,22130.87,0.765,0.573,5,4,8,15200,36,0.205,568.57,major_purchase,West,0
C100692,71,197659.76,5.5,11.0,670,60000.0,0.643,0.02,1,1,5,40000,36,0.092,1274.85,debt_consolidation,West,0
C100693,72,66676.85,8.3,11.6,576,4831.98,0.283,0.255,0,0,10,16700,36,0.121,555.5,small_business,Midwest,0
C100694,25,39057.87,0.0,1.6,470,5338.28,0.731,0.481,2,4,6,5400,36,0.219,205.98,major_purchase,West,0
C100695,34,127638.84,0.0,4.3,593,19406.16,0.649,0.02,0,1,7,19400,36,0.125,648.77,debt_consolidation,South,0
C100696,59,91957.58,3.9,5.1,587,27465.92,0.814,0.311,4,1,3,7000,36,0.181,253.32,other,South,0
C100697,52,96947.28,0.0,4.8,626,29255.67,0.493,0.272,1,0,10,23000,60,0.12,511.71,debt_consolidation,South,0
C100698,23,125113.04,0.6,2.6,658,45936.86,0.249,0.02,0,0,5,8000,36,0.068,246.32,car,South,0
C100699,26,45392.61,2.4,1.1,487,1579.35,0.836,0.47,1,3,5,12900,36,0.248,511.7,credit_card,Northeast,0
C100700,49,60606.25,0.4,9.1,599,6413.48,0.526,0.181,0,2,6,18400,36,0.136,624.86,credit_card,South,0
C100701,54,59150.79,6.2,4.8,521,6301.49,0.207,0.578,1,3,17,12600,36,0.182,457.07,debt_consolidation,Northeast,1
C100702,30,31959.73,6.3,4.2,497,7631.24,0.571,0.616,4,0,9,8400,36,0.236,327.72,debt_consolidation,West,0
C100703,30,56227.88,6.4,1.0,503,18199.24,0.746,0.742,2,2,6,6400,36,0.268,260.43,other,South,0
C100704,27,135557.51,3.1,2.1,690,52530.88,0.859,0.02,2,2,7,11900,60,0.098,251.82,debt_consolidation,South,0
C100705,51,74063.53,1.5,5.0,515,7073.33,0.799,0.591,5,2,10,18900,60,0.237,540.07,major_purchase,Northeast,1
C100706,21,31002.06,2.1,0.5,513,10328.62,0.676,0.347,5,5,9,12500,36,0.207,469.24,debt_consolidation,Northeast,0
C100707,51,27623.74,9.6,8.1,509,8796.64,0.805,0.611,2,1,11,3700,36,0.23,143.24,home_improvement,South,0
C100708,46,162392.15,0.0,10.3,596,59733.45,0.5,0.02,3,3,11,26900,60,0.126,606.71,medical,South,0
C100709,46,61849.98,6.0,4.8,636,19656.74,0.557,0.159,0,0,13,9800,60,0.119,217.48,debt_consolidation,Midwest,0
C100710,57,45527.28,1.4,13.0,526,8176.37,0.621,0.551,3,3,14,5200,60,0.204,138.8,home_improvement,Northeast,1
C100711,49,55907.12,0.8,6.0,540,15306.38,0.87,0.521,1,1,13,7700,60,0.22,212.62,home_improvement,South,0
C100712,60,28843.02,6.7,13.0,455,3749.74,0.481,0.66,7,1,10,5600,36,0.232,217.35,small_business,Midwest,0
C100713,62,142179.39,8.4,10.3,629,43615.08,0.561,0.02,0,1,5,8600,36,0.128,289.12,credit_card,South,0
C100714,70,52363.41,5.2,11.4,573,13547.63,0.604,0.206,2,2,9,10700,36,0.169,380.89,major_purchase,West,0
C100715,64,137890.25,6.2,4.7,625,52290.35,0.407,0.02,0,0,6,18500,60,0.1,393.18,other,South,0
C100716,48,66873.03,3.7,8.5,675,12437.83,0.371,0.125,2,2,2,6500,36,0.079,203.43,major_purchase,South,0
C100717,47,142683.64,4.9,6.8,594,51153.32,0.943,0.02,2,1,10,36900,36,0.145,1269.42,debt_consolidation,Midwest,0
C100718,33,74856.22,1.9,4.5,475,10624.15,0.626,0.281,2,2,4,15000,36,0.214,568.01,home_improvement,Northeast,1
